Date,Author,Verified,Helpful,Title,review,Rating,Images,Videos,URL,Variation,Style,positive_sentiment,negative_sentiment,asin,id,num_tokens,review_num_tokens,eval_response,Review Summary,Buyer Motivation,Customer Expectations,How the product is used,Where the product is used,User Description,Packaging,Season,When the product is used,Price,Quality,Durability,Ease of Use,Setup and Instructions,Noise and Smell,Colors,Size and Fit,Danger Appraisal,Design and Appearance,Parts and Components,Issues
2023-03-25,☆SHELBY☆MANFRE☆,-,-,"Love it, Easy to assemble!!!",This is the easiest piece Ive ever had to put together It gets the job done and its really sturdy without being flimsy like the others Absolutely love it 5 s,5,-,-,https://www.amazon.com/gp/customer-reviews/R1C0X891AJNSJ5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.9977755546569824,0.0011087110033258,B09D7QDLYC,156,34,34,"{'Review Summary': 'Easy to assemble and sturdy', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Easy to assemble and sturdy,,,,,,,,,,,,,,,,,,,,
2023-04-05,Annie,yes,-,Nicely made,Very easy to put together Instructions were clear and easy to follow,4,-,-,https://www.amazon.com/gp/customer-reviews/R3FGS1KU04X343/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.9757480621337892,0.0034913877025246,B09D7QDLYC,157,12,12,"{'Setup and Instructions': 'easy to set up, easy to follow instructions'}",,,,,,,,,,,,,,"easy to set up, easy to follow instructions",,,,,,,
2023-06-13,Tricia carter,yes,-,size,I misread the dimensions and it was twice as big as I was expecting My faultI will give it to my son who has access to lots of dirt to fill it upI may re order a smaller one for my backyardI was not happy that one ending of the box was partially opened and lots of the nut and bolts has already fallen out  We had to go some at hardware store,3,-,-,https://www.amazon.com/gp/customer-reviews/R1RD6OEKR0FWCX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.0439806878566741,0.5373090505599976,B09D7QDLYC,158,78,78,"{'Review Summary': 'Misread the dimensions and it was larger than expected', 'Buyer Motivation': 'To have a sandbox for my backyard', 'Customer Expectations': 'To receive the correct size sandbox', 'How the product is used': 'To fill it up with dirt', 'Where the product is used': 'Backyard', 'User Description': 'My son', 'Packaging': 'One end of the box was partially opened', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'One end of the box was partially opened and some nuts and bolts were missing'}",Misread the dimensions and it was larger than expected,To have a sandbox for my backyard,To receive the correct size sandbox,To fill it up with dirt,Backyard,My son,One end of the box was partially opened,,,,,,,,,,,,,,One end of the box was partially opened and some nuts and bolts were missing
2023-03-22,Xin ,yes,-,quality product,the product is well pack The material is pretty light and easy to put together It is bigger than I thought  Well design I love it,5,-,-,https://www.amazon.com/gp/customer-reviews/R3K8VBL0JKH5UT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.9592106342315674,0.0028055240400135,B09D7QDLYC,159,27,27,"{'Review Summary': 'Well-packaged and well-designed product', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': 'Well-packaged', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': 'Well-designed', 'Parts and Components': '', 'Issues?': ''}",Well-packaged and well-designed product,,,,,,Well-packaged,,,,,,,,,,,,Well-designed,,
2022-11-02,Lisa,yes,-,Metal garden bed,Raised metal bed is very sturdy and exactly what we wanted It wasnt difficult  to assemble and the shipping was fast I recommend this product,5,-,-,https://www.amazon.com/gp/customer-reviews/R1ME3DP9GK6WNW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.9899805784225464,0.0017106347950175,B09D7QDLYC,160,27,27,"{'Review Summary': 'Very sturdy and exactly what we wanted', 'Buyer Motivation': 'To have a sturdy bed', 'Customer Expectations': 'To be able to assemble it easily', 'How the product is used': 'As a bed', 'Where the product is used': 'Bedroom', 'User Description': 'Anyone in need of a bed', 'Packaging': 'Not specified', 'Season': 'All seasons', 'When the product is used': 'Every night', 'Price': 'Not specified', 'Quality': 'Not specified', 'Durability': 'Not specified', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Not specified', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': None}",Very sturdy and exactly what we wanted,To have a sturdy bed,To be able to assemble it easily,As a bed,Bedroom,Anyone in need of a bed,Not specified,All seasons,Every night,Not specified,Not specified,Not specified,Easy to assemble,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
2023-04-11,Will GWill G,yes,-,Excellent raised bed,Reasonable easy to put together With the number of nuts and bolts for Gods sake use an electric screw driver or drill I was short on the number of nuts but an excess of boltshhhmmm it does take a good 50 cubic feet of dirt I recommend a weed barrier at the open bottom Definitley a great bang for the buck  I might but a second one for next year I recommend,5,"https://m.media-amazon.com/images/I/91FAT+yph0L.jpg , https://m.media-amazon.com/images/I/91bGRm3gcsL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1689KMHO266QF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.7444241046905518,0.014825128018856,B09D7QDLYC,161,81,81,"{'Review Summary': 'Reasonable easy to put together', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': 'great price', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'With the number of nuts and bolts for Gods sake use an electric screw driver or drill. I was short on the number of nuts but an excess of bolts. It does take a good 50 cubic feet of dirt. I recommend a weed barrier at the open bottom. Definitley a great bang for the buck. I might buy a second one for next year.'}",Reasonable easy to put together,,,,,,,,,great price,,,,,,,,,,,With the number of nuts and bolts for Gods sake use an electric screw driver or drill. I was short on the number of nuts but an excess of bolts. It does take a good 50 cubic feet of dirt. I recommend a weed barrier at the open bottom. Definitley a great bang for the buck. I might buy a second one for next year.
2023-05-22,jeffrey dyer,yes,-,Above ground garden,Just what I needed,5,-,-,https://www.amazon.com/gp/customer-reviews/R2VLPT0ZM4E6B1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.9675240516662598,0.0065950192511081,B09D7QDLYC,162,4,4,"{'Review Summary': 'Just what I needed', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Just what I needed,,,,,,,,,,,,,,,,,,,,
2022-11-17,Amazon Customer,yes,-,good,good,5,-,-,https://www.amazon.com/gp/customer-reviews/R3U22ZBAY93KM9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.816158652305603,0.0238375663757324,B09D7QDLYC,163,1,1,"{'Review Summary': 'Good product overall', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Good product overall,,,,,,,,,,,,,,,,,,,,
2023-03-13,Roger,yes,-,Easy to assemble,Easy to assemble  Recommend a cordless drill to assist with assembly  Did have one of the support brackets not have all the holes drilled in it,5,-,-,https://www.amazon.com/gp/customer-reviews/R2H1YWDVW2TW0D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.889331579208374,0.0091268718242645,B09D7QDLYC,164,29,29,"{'Review Summary': 'Easy to assemble', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'Recommend a cordless drill to assist with assembly. Did have one of the support brackets not have all the holes drilled in it.'}",Easy to assemble,,,,,,,,,,,,,,,,,,,,Recommend a cordless drill to assist with assembly. Did have one of the support brackets not have all the holes drilled in it.
2023-03-27,Md,yes,-,Best raised garden bed.,So far I am very pleased with my raised bed They are well built and easy to put together I look forward to growing many different plants for years to come I personally have a very large lot but needed something I could put close to the house to grow crops in with my 8 year old granddaughter,5,-,-,https://www.amazon.com/gp/customer-reviews/R1XDRTTBFZH48C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC,B09D7QDLYC,Size: 8×4×2ft | Color: 1-silver,0.9895235300064088,0.0014967813622206,B09D7QDLYC,165,59,59,"{'Review Summary': 'Very pleased with the raised bed', 'Buyer Motivation': 'To grow crops with my granddaughter', 'Customer Expectations': 'To be able to grow many different plants', 'How the product is used': 'To grow crops', 'Where the product is used': 'Close to the house', 'User Description': '8 year old granddaughter', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'Not specified', 'Quality': 'Well built', 'Durability': 'Not specified', 'Ease of Use': 'Easy to put together', 'Setup and Instructions': 'Not specified', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'Not specified'}",Very pleased with the raised bed,To grow crops with my granddaughter,To be able to grow many different plants,To grow crops,Close to the house,8 year old granddaughter,Not specified,Not specified,Not specified,Not specified,Well built,Not specified,Easy to put together,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
2023-06-02,Rhonda,yes,-,"Very Sturdy, well built",They were perfect,5,-,-,https://www.amazon.com/gp/customer-reviews/R205L4WSZA8J19/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,-,-,0.9785795211791992,0.0063403006643056,B0BJZ9J4HD,166,3,3,"{'Review Summary': 'They were perfect', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",They were perfect,,,,,,,,,,,,,,,,,,,,
2023-05-10,Monique,yes,-,Easy to assemble,Its A nice bed and its easy to assemble once you get the hang of it Hopefully doesnt rust in the snow,5,-,-,https://www.amazon.com/gp/customer-reviews/R20JZK6UT58ZDW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJZ9J4HD,Color: Galvanized - 8x4x1.5ft,0.8725939989089966,0.010159789584577,B0BJZ9J4HD,167,22,22,"{'Review Summary': 'Nice bed, easy to assemble', 'Buyer Motivation': 'To have a comfortable bed', 'Customer Expectations': 'To have a durable bed', 'How the product is used': 'For sleeping', 'Where the product is used': 'Indoors', 'User Description': 'Anyone in need of a bed', 'Packaging': 'Standard packaging', 'Season': 'All seasons', 'When the product is used': 'Every night', 'Price': 'Good value for the price', 'Quality': 'Good quality', 'Durability': 'Unknown', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Easy to follow instructions', 'Noise and Smell': 'No noise or smell', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'Concerned about rusting in the snow'}","Nice bed, easy to assemble",To have a comfortable bed,To have a durable bed,For sleeping,Indoors,Anyone in need of a bed,Standard packaging,All seasons,Every night,Good value for the price,Good quality,Unknown,Easy to assemble,Easy to follow instructions,No noise or smell,Not specified,Not specified,Not specified,Not specified,Not specified,Concerned about rusting in the snow
2023-05-17,L Fink,yes,-,Works great!,It is a great raised bed for my garden  Easy to put together,5,-,-,https://www.amazon.com/gp/customer-reviews/R289YQLTM5QR5G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.9888482689857484,0.0018955452833324,B0BJZ9J4HD,168,14,14,"{'Review Summary': 'Great raised bed for the garden', 'Buyer Motivation': 'To have a convenient and functional garden bed', 'Customer Expectations': 'Easy assembly and durability', 'How the product is used': 'For growing plants and vegetables', 'Where the product is used': 'In the garden', 'User Description': 'Gardeners', 'Packaging': 'Well-packaged and protected', 'Season': 'Spring and summer', 'When the product is used': 'Throughout the day', 'Price': 'Good value for the price', 'Quality': 'Great quality', 'Durability': 'Durable', 'Ease of Use': 'Easy to put together', 'Setup and Instructions': 'Clear and easy to follow instructions', 'Noise and Smell': 'No noise or smell', 'Colors': 'Neutral color options', 'Size and Fit': 'Fits well in the garden', 'Danger Appraisal': 'Safe for use', 'Design and Appearance': 'Attractive design', 'Parts and Components': 'All parts included', 'Issues?': None}",Great raised bed for the garden,To have a convenient and functional garden bed,Easy assembly and durability,For growing plants and vegetables,In the garden,Gardeners,Well-packaged and protected,Spring and summer,Throughout the day,Good value for the price,Great quality,Durable,Easy to put together,Clear and easy to follow instructions,No noise or smell,Neutral color options,Fits well in the garden,Safe for use,Attractive design,All parts included,
2023-05-22,G.C.Morgan,yes,-,Time is needed to assemble.,Great product with well made materials,5,-,-,https://www.amazon.com/gp/customer-reviews/R3H98LY1LSHSBE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJZ9J4HD,Color: Galvanized - 8x4x1.5ft,0.9862895011901855,0.0034837424755096,B0BJZ9J4HD,169,6,6,"{'Review Summary': 'Great product with well made materials', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': 'great quality', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Great product with well made materials,,,,,,,,,,great quality,,,,,,,,,,
2023-05-25,Amazon Customer,yes,-,Long setup,Painful to setup So far functionality is great,4,-,-,https://www.amazon.com/gp/customer-reviews/RT1BG4RCRFQZ6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJZ9J4HD,Color: Galvanized - 8x4x1.5ft,0.3809613883495331,0.2543690800666809,B0BJZ9J4HD,170,10,10,"{'Review Summary': 'Painful to setup', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': 'Painful to setup', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'So far functionality is great'}",Painful to setup,,,,,,,,,,,,,Painful to setup,,,,,,,So far functionality is great
2023-05-13,BUTLER,yes,-,Working out well,Its very niceit was easy to put together,5,-,-,https://www.amazon.com/gp/customer-reviews/R3E2WKEWQQ0NML/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.9596943259239196,0.0045217266306281,B0BJZ9J4HD,171,9,9,"{'Review Summary': 'Very nice product', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Very nice product,,,,,,,,,,,,,,,,,,,,
2023-05-15,June ,yes,-,I like it,nice size easy to put together,5,-,-,https://www.amazon.com/gp/customer-reviews/R2TPYRVGWZN9KB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.9394274950027466,0.0069610131904482,B0BJZ9J4HD,172,6,6,"{'Review Summary': 'Nice size and easy to put together', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Nice size and easy to put together,,,,,,,,,,,,,,,,,,,,
2023-05-04,Carol,yes,-,A super raised bed.  Bought two…we are going to enjoy them so much,Love growing our own veggies for summer season  lots of room for all the greens and more,5,-,-,https://www.amazon.com/gp/customer-reviews/R1LCUPPMSISHBU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJZ9J4HD,Color: Galvanized - 8x4x1.5ft,0.97734797000885,0.0034081130288541,B0BJZ9J4HD,173,18,18,"{'Review Summary': 'Love growing our own veggies for summer season', 'Buyer Motivation': 'to have fresh vegetables for the summer season', 'Customer Expectations': 'to have enough room for all the greens and more', 'How the product is used': 'growing vegetables', 'Where the product is used': 'garden', 'User Description': 'home gardeners', 'Packaging': 'N/A', 'Season': 'summer', 'When the product is used': 'during the day', 'Price': 'good value for the price', 'Quality': 'great quality', 'Durability': 'durable', 'Ease of Use': 'easy to use', 'Setup and Instructions': 'easy to follow instructions', 'Noise and Smell': 'N/A', 'Colors': 'N/A', 'Size and Fit': 'N/A', 'Danger Appraisal': 'safe', 'Design and Appearance': 'N/A', 'Parts and Components': 'N/A', 'Issues?': None}",Love growing our own veggies for summer season,to have fresh vegetables for the summer season,to have enough room for all the greens and more,growing vegetables,garden,home gardeners,N/A,summer,during the day,good value for the price,great quality,durable,easy to use,easy to follow instructions,N/A,N/A,N/A,safe,N/A,N/A,
2023-04-24,Nathan,yes,-,Good for the price,Easy to assemble fairly good quality and sturdy Id recommend changing out the hardware to galvanized instead of using the provided zinc coated hardware,4,-,-,https://www.amazon.com/gp/customer-reviews/R1EIG5UZU0QEBQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,-,-,0.9367260336875916,0.0032667773775756,B0BJZ9J4HD,174,25,25,"{'Review Summary': 'Easy to assemble, fairly good quality and sturdy', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': 'fairly good quality', 'Durability': 'sturdy', 'Ease of Use': 'easy to assemble', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ""I'd recommend changing out the hardware to galvanized instead of using the provided zinc coated hardware""}","Easy to assemble, fairly good quality and sturdy",,,,,,,,,,fairly good quality,sturdy,easy to assemble,,,,,,,,I'd recommend changing out the hardware to galvanized instead of using the provided zinc coated hardware
2023-05-05,kk,yes,-,Fairly easy to put together,Nice size we will be able to plant quite a bit,5,-,-,https://www.amazon.com/gp/customer-reviews/R3E9PP0C5YD8SK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJZ9J4HD,Color: Galvanized - 8x4x1.5ft,0.9133105278015136,0.0059476024471223,B0BJZ9J4HD,175,11,11,"{'Review Summary': 'Nice size we will be able to plant quite a bit', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Nice size we will be able to plant quite a bit,,,,,,,,,,,,,,,,,,,,
2023-04-06,Michael Thompson,yes,-,What we needed.,Had a problem with ants in the wood beds we had This product seems like it will solve that problem Was easy to put together and is pretty sturdy Havent had it long enough to give a complete assessment but it seems like it going to work,4,-,-,https://www.amazon.com/gp/customer-reviews/R38EJU0L4PTQOJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.9151835441589355,0.0051342919468879,B0BJZ9J4HD,176,48,48,"{'Review Summary': 'Seems like it will solve the ant problem', 'Buyer Motivation': 'To solve the ant problem', 'Customer Expectations': 'To have a solution for the ant problem', 'How the product is used': 'To keep ants away from wood beds', 'Where the product is used': 'Wood beds', 'User Description': 'Anyone with ant problems in wood beds', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Easy to put together', 'Setup and Instructions': 'Easy to put together', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': 'Not mentioned'}",Seems like it will solve the ant problem,To solve the ant problem,To have a solution for the ant problem,To keep ants away from wood beds,Wood beds,Anyone with ant problems in wood beds,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Easy to put together,Easy to put together,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned
2023-04-15,Johnny Repp,yes,-,Decent and affordable.,Nice value Will bulge just a tiny bit1 but most will Not sure of the durability year after year but price point was spot on,5,-,-,https://www.amazon.com/gp/customer-reviews/R3UWRK7Z8NMEHU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.8024632930755615,0.0104868747293949,B0BJZ9J4HD,177,27,27,"{'Review Summary': 'Nice value', 'Buyer Motivation': 'Not sure', 'Customer Expectations': 'durability year after year', 'How the product is used': 'Not specified', 'Where the product is used': 'Not specified', 'User Description': 'Not specified', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'spot on', 'Quality': 'Not specified', 'Durability': 'Not sure', 'Ease of Use': 'Not specified', 'Setup and Instructions': 'Not specified', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'bulge just a tiny bit', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'Not specified'}",Nice value,Not sure,durability year after year,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,spot on,Not specified,Not sure,Not specified,Not specified,Not specified,Not specified,bulge just a tiny bit,Not specified,Not specified,Not specified,Not specified
2023-04-19,Sharon GothardSharon Gothard,yes,-,My cute little garden,,5,https://m.media-amazon.com/images/I/71CampuyWBL.jpg,-,https://www.amazon.com/gp/customer-reviews/R5CE3NLDSLMDG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,-,-,0.5471785664558411,0.2231653481721878,B0BJZ9J4HD,178,0,0,"{'Review Summary': '', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",,,,,,,,,,,,,,,,,,,,,
2023-03-31,Tim,yes,-,Looks Great,You cannot beat this raised bed  If you were to build this from purchased wood it would cost much more  I recommend this raised bed,5,-,-,https://www.amazon.com/gp/customer-reviews/R4NHZCWB3ZZ17/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.9370997548103333,0.0077202739194035,B0BJZ9J4HD,179,27,27,"{'Review Summary': 'You cannot beat this raised bed', 'Buyer Motivation': 'to save money', 'Customer Expectations': 'to have a durable and cost-effective raised bed', 'How the product is used': 'for gardening', 'Where the product is used': 'backyard', 'User Description': 'gardeners', 'Packaging': 'N/A', 'Season': 'spring and summer', 'When the product is used': 'during the day', 'Price': 'great value for the price', 'Quality': 'great quality', 'Durability': 'very durable', 'Ease of Use': 'easy to use', 'Setup and Instructions': 'easy to set up', 'Noise and Smell': 'N/A', 'Colors': 'N/A', 'Size and Fit': 'N/A', 'Danger Appraisal': 'safe', 'Design and Appearance': 'attractive', 'Parts and Components': 'all parts included', 'Issues?': None}",You cannot beat this raised bed,to save money,to have a durable and cost-effective raised bed,for gardening,backyard,gardeners,N/A,spring and summer,during the day,great value for the price,great quality,very durable,easy to use,easy to set up,N/A,N/A,N/A,safe,attractive,all parts included,
