Date,Author,Verified,Helpful,Title,review,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on May 28, 2022",Amazon CustomerAmazon Customer,yes,yes,Love my raised garden,"This raised garden was fairly easy to build. My husband and 8 year old daughter put it together. I love the height of it. It makes it much easier to access the plants for thinning and I'm sure it will make it easier for picking when the vegetables are ready to harvest. I've done much smaller raised beds in the past made from wood and they rotted, had lots of weeds, and you still had to bend down to get to the garden. Not with this one.  So happy with this garden bed so far.",5,"https://m.media-amazon.com/images/I/81wQKmAfVlL.jpg , https://m.media-amazon.com/images/I/91sXGVVB2gL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1NZNQIK68R6HB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on February 16, 2022",Amazon Customer,yes,yes,This is a great planter box.,"so many screws!  But, it makes it very sturdy.  One of the Steel sides was punctured, but I didnt want to return it.  Great value for the buck folks!  Holds 8 large bags of soil and could of used a 9th!  I would buy again",5,-,-,https://www.amazon.com/gp/customer-reviews/R50AUYQKSU5BC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HDM876,Color: A-silver | Size: F-4x3x2 ft
"Reviewed in the United States on February 24, 2022",kathy G,yes,yes,Love this raised bed. Easy to put together and no missing parts,This is great for starting our garden. My husband had no problem putting it together and every screw was in the package. We just ordered another one.  Now if it would quit snowing,5,-,-,https://www.amazon.com/gp/customer-reviews/R3B47TW8EZ9SML/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on March 19, 2022",Amber Warren,yes,yes,"Directions not great, hard to put together","I have just spent 3 hours trying to put this thing together.  The directions are awful so I actually put it together incorrectly and I was so fed up, I am just leaving it that way.  It will be a little shorter in length but I don’t have that many plants anyway.  I am sure it will look nice when it is done and it will be very sturdy but if I had to do it again, I would not buy this.",3,-,-,https://www.amazon.com/gp/customer-reviews/RV44GDDH7LFNA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HBSQ5M,Color: C-dark Grey Matte | Size: A-6x3x1 ft
"Reviewed in the United States on February 8, 2022",tmrgn2673,-,yes,Missing parts...,"My husband ordered me 2 of these for my birthday.  Neither box has instructions, one box had a total of 5 screws and the other box is missing about half the screws.",3,-,-,https://www.amazon.com/gp/customer-reviews/R37HY7RWJHGKXF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on January 8, 2022",C. V. Lubin,yes,yes,Great raised garden bed.,"These are great! I'm very happy with these raised garden beds, they're sturdy, look good and were easy to assemble. I set three up and they partnered well with some shorter beds that I had already. They are at a very nice height now and I will add more over time.",5,-,-,https://www.amazon.com/gp/customer-reviews/RQWGMP11ISNRA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on March 10, 2023",Lauren Berberich,yes,yes,Very Nice.....Although Packing Is Nightmareish,"I received this garden bed and I assume in transit it was damaged. I ordered the Dark Gray and on the 2 large panels the corners were bent and the paint was chipping off pretty significantly. I contacted the company and they made it right by shipping the 2 bent panels to me a week later. I opened this package and they were in fine condition except they were silver not the dark gray I ordered. I then contacted the company again and they asked me if I would just be fine with using those....I mean yes it works and makes my product functional, but it doesn't match and it's not the exact product I ordered.",4,-,-,https://www.amazon.com/gp/customer-reviews/R3D2Q0KTP2TQ9B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on May 1, 2022",jedrxjedrx,yes,yes,"Good value, easy to put together and sturdy.",Good value and sturdy boxes with reinforced stabilizing beams in the middle. No sharp edges to worry about either. Comes with some great weed barrier fabric and tomato cage supports. Use length dimensions to determine which pieces bolt together on the sides. It can be confusing if you bolt the end pieces together instead.  Only question is how many seasons will they last? They seem to be good quality!,5,https://m.media-amazon.com/images/I/81uChtIzSsL.jpg,-,https://www.amazon.com/gp/customer-reviews/RAOC0QEJBDK05/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B09QC7S9WV,Color: C-dark Grey Matte | Size: D-6x3x2 ft
"Reviewed in the United States on August 4, 2022",Rolando Manso,yes,yes,Exactly as described and no surprises :),I purchased this and set it up for my mom.  She loves it and can garden longer with less back pain.  Everything came in a very compact package considering the size of this thing.  It was relatively easy to assemble if you just take your time.  It's been a few months and everything still looks like new.,4,-,-,https://www.amazon.com/gp/customer-reviews/R2HX2E2CX4RIMO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HDM876,Color: A-silver | Size: F-4x3x2 ft
"Reviewed in the United States on February 23, 2022",R. Bauer,yes,yes,"sturdy, huge","a bit pricy, but worth it.  holds a LOT of soil and is deep enough to plant tomatoes and other deep root veggie.",4,-,-,https://www.amazon.com/gp/customer-reviews/R17NRH9HS36FRP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on March 14, 2022",Amazon Customer,yes,yes,Figure it out yourself,"Horrible directions on assembly. How tough is is to lable parts A,B,C and so on. Sheesh!",3,-,-,https://www.amazon.com/gp/customer-reviews/R25Z073NAMA0Z2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on May 20, 2023",S. Robison,yes,yes,Look dubstantial,I purchased four of the 4 x 8 x 2 beige beds. Nice powder coat and didn’t scratch. Tops and bottoms are rolled so not sharp. Nog as as thin as most beds. Wish was better way than all those screws snd wing nuts. First box had two extra fasteners!  The supports look good . Only reason I dinged them is for their poor directions!  Where do you start…put sides together with wing nuts on inside. Then do short edges. Lastly put the supports in. Tighten all. Delivery was quick. I’d buy again provided they last.,4,-,-,https://www.amazon.com/gp/customer-reviews/R3I8SGA1U216HP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B0BGN96ZZ1,Color: D-beige | Size: E-8x4x2 ft
"Reviewed in the United States on October 10, 2022",donnadonna,yes,yes,Looks like it will outlast me.,Absolutely love this. The packing was awful and arrived with no nuts and bolts.  They did solve that as fast as possible.,5,"https://m.media-amazon.com/images/I/81SLqRrt2cL.jpg , https://m.media-amazon.com/images/I/81drfBDRFoL.jpg",-,https://www.amazon.com/gp/customer-reviews/RJYHSE8G8KCHZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B09QC7S9WV,Color: C-dark Grey Matte | Size: D-6x3x2 ft
"Reviewed in the United States on March 31, 2022",Marie V,yes,yes,alot of screws but very sturdy,This product is very good ...very sturdy......however the packaging could be improved....however we were missing product and some was damaged  but we contacted the seller and worked with us ASAP...no problems what so ever......If I had more room I would buy more but very excited to get started on my garden . looks so clean and nice in my yard........,5,-,-,https://www.amazon.com/gp/customer-reviews/R2HM8JLOT4NWFW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B09QC7S9WV,Color: C-dark Grey Matte | Size: D-6x3x2 ft
"Reviewed in the United States on March 29, 2022",Irene K,yes,yes,Excellent product! Fit my needs well.,I purchased three and found it relatively easy to assemble alone. I had to assemble one under cover and the move it in place which proved to be simple. All three are very sturdy and the lining is an added bonus.,5,-,-,https://www.amazon.com/gp/customer-reviews/R204CIFE8AISYX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on May 18, 2022",MaggieD,yes,yes,Not as good...,"I have several different brands of galvanized beds and bought 2 of this brand. These do not have reinforcement tops for the corners like others. Not all the holes were punched out, several bolts would not thread (they don’t give any extra), and one bed was missing the bag of bolts. I would return these but the return window is closed.Edit 5/21/22; the company has reimbursed me the full amount (plus extra for my inconvenience) for the screws I purchased locally (rather than wait longer for shipping).  I appreciate this excellent service!",2,-,-,https://www.amazon.com/gp/customer-reviews/R26S3ZCHB6WKVN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on March 18, 2022",DiscoLemonade,yes,yes,Good value great bed,Very big and at a really good price,5,-,-,https://www.amazon.com/gp/customer-reviews/R1XX0UO6E0YWG9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on April 2, 2022",matthewmatthew,yes,yes,Defective & missing hardware,Defective corner & missing 50% of the hardware required to assemble it. I bought two and neither came complete.,1,https://m.media-amazon.com/images/I/61iOg3CtvgL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2E5733DCRDOY6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HDM876,Color: A-silver | Size: F-4x3x2 ft
"Reviewed in the United States on March 21, 2023",Bridget331,yes,yes,"Very sturdy, great product and size is perfect","Easy to assemble, sturdy, very pleased with quality of product. Metal is smooth and there are no sharp edges to prevent cuts when putting pieces together. Recommend!",5,-,-,https://www.amazon.com/gp/customer-reviews/R3MV27XOT849MT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B0BGND2M55,Color: B-dark Grey | Size: E-8x4x2 ft
"Reviewed in the United States on February 15, 2023",Jannie Fincham,yes,yes,Flower planter,I really liked this planter it worked great for what I was looking for and make it nice my son put one together and my 13 year old grandson put the second one together,5,-,-,https://www.amazon.com/gp/customer-reviews/R2XQ3L1WOTUBGI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on April 6, 2022",Jennifer C.,yes,yes,Good customer service and quality of Garden Box.,"I ordered three of these boxes, only two came at first, one box was damaged in the mail. I reached out to customer service and they got right back to me.  They let me know if there was anything missing on the open box, that they would fix it.  They also looked into the missing 3rd box and let me know it was on the way.  All of the pieces were there, the directions were there and the garden boxes are awesome so far.  There were also cool little gardening gloves included! You have to put some elbow grease into assembly but I feel like the quality is worth the price!",4,-,-,https://www.amazon.com/gp/customer-reviews/R1XIQ5B0XZWIMY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B09QC7S9WV,Color: C-dark Grey Matte | Size: D-6x3x2 ft
"Reviewed in the United States on May 28, 2022",Leah Jenkins,yes,yes,Rusting after just 6 months,It was easy to assemble. I bought this in March of 2022 and in Sept 2022 I was preparing this bed for a Fall garden and noticed that rust was already forming on the inside walls. Just be aware of this.,3,-,-,https://www.amazon.com/gp/customer-reviews/RPPJCMMTZSY1A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HBDH8C,Color: A-silver | Size: C-4x3x1 ft
"Reviewed in the United States on June 27, 2022",matthew,yes,yes,Not worth the cost savings.,"Preface with these were used on a project, bought 4, used 3. Never again. I had a very modest but completely fixed budget and a large space to fill. If buying for myself, I'll buy cedar everytime. 129. vs 589. My budget was 400.00. Bought 4 boxes, 2 sizes.Thin metal, 72 screw holes, design flaw doesnt come close to how bad these are. tedious, some sharp edges, not a straight forward assembly. Lining up panels, with screw holes, with correct depth and you will not know if everything is lined up until a row of screws are in. This will assemble with one up to four corner sides screwed but the other edges won't line up.  Regrettable purchase. Returning an unused bed required a 78.00 restock fee. I came close to removing them and refunding the homeowner.  The property was prepared for sale. The saying buy cheap buy twice about this product couldn't be any more accurate than if the author of the quote designed these traps themselves.Step back three steps, slowly turn around, close your eyes and run. Poke your eyes out if you buy them, then you can give the headache of assembling these to anyone else. Seriously, trash!",1,-,-,https://www.amazon.com/gp/customer-reviews/R2SOK01FTN4O1X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093H98MBQ,Color: A-silver | Size: A-6x3x1 ft
"Reviewed in the United States on April 19, 2022",JIMMY NGUYENJIMMY NGUYEN,yes,yes,Quick shipping 🙂,I purchased 3time,5,https://m.media-amazon.com/images/I/91pnPynh6gL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2BB3ZJ05F45RF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HBSQ5M,Color: C-dark Grey Matte | Size: A-6x3x1 ft
"Reviewed in the United States on March 24, 2023",Kindle Customer,yes,yes,Just what I was looking for,It is perfect for growing tomatoes and that's what I am going to doI am a 70yr woman and I put it together myself. Delivery was perfect and the product was to!,5,-,-,https://www.amazon.com/gp/customer-reviews/R1X3377U7TL84X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on May 17, 2023",mrluckey,yes,yes,These are the best metal raised beds you will find,"Have tried many different kinds of material for raised beds, but these are the best we have found.  The SIX stabilizing bars in the middle are what sets these bed apart for all the others.  Others have 2-3 cheap bars, but this style has 6 heavy duty bars that keep the shape even when completely full of dirt.  First one took a bit to put together, but once you've made one, the others go together quite easily.  We bought six beds in all and the 2 foot height really gives you a great bed for your veggies and plants.  A little bit more money, but well worth it",5,-,-,https://www.amazon.com/gp/customer-reviews/R2E29ZC55G688L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B0BGNCV9LY,Color: A-silver | Size: E-8x4x2 ft
"Reviewed in the United States on April 27, 2023",maryanne c.,yes,yes,This one is a keeper,I ordered garden beds from 2 different companies in 2 different sizes. These garden beds were really nice. They came with heavy garden fabris to line them with and also had a pair of gloves and each bed has 3 trellises for the beds. The metal is a good thickness.They also have 4 nice stabilizers for the beds that go across in the middle. I am looking forward to using my new garden beds. They are a good quality for the price.,4,-,-,https://www.amazon.com/gp/customer-reviews/RJOLN2WPKJHW0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093H98MBQ,Color: A-silver | Size: A-6x3x1 ft
"Reviewed in the United States on June 21, 2022",Earl Egner,yes,yes,Perfect kit comes with everything you need,A little thinner than i expected but sturdy enough once its togetherTop of corner pieces are sharp but easy to cover with auto door trim or foam,4,-,-,https://www.amazon.com/gp/customer-reviews/R3HYVS6DRVI7VA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HBDH8C,Color: A-silver | Size: C-4x3x1 ft
"Reviewed in the United States on August 9, 2022",Jujubee,yes,yes,"Easy set up, sturdy product","These are amazing, I ordered two to put out feelers and was so pleased I ordered two more.  Solid materials, easy instructions to follow and just perfect dimensions for a small plot of open space in the garden.  10/10!",5,-,-,https://www.amazon.com/gp/customer-reviews/R2CTA8OG3TQ98B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on October 10, 2022",Lisa M.,yes,yes,Great!,These are easy to put together and are sturdy.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1RLJ3PIRUL63F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HDM876,Color: A-silver | Size: F-4x3x2 ft
"Reviewed in the United States on August 16, 2022",CSP,yes,yes,Great add to my back yard,"Perfectly easy at to add a raised garden to my backboard.  Easy to assemble, locate, and fill with dirt.  Was able to grow tomatoes, bean, green peppers, and zucchini!  Love it",5,-,-,https://www.amazon.com/gp/customer-reviews/R30917AVPKTQFS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B09QC7S9WV,Color: C-dark Grey Matte | Size: D-6x3x2 ft
"Reviewed in the United States on June 6, 2023",Ks,yes,yes,Great for outdoor gardening.,"Tall planter are great for keeping the critters out.  They also make it easier on my back to garden.  Will require a lot of soil.  We did cardboard on the bottom, then branches, dry leaves, grass clippings and then about a 10 inches of quality soil mix.  Assembly is way easier with 2 people, than doing by yourself.  Havent used the trellis but like that it was included.",4,-,-,https://www.amazon.com/gp/customer-reviews/R1UX241RI0S4WR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HDM876,Color: A-silver | Size: F-4x3x2 ft
"Reviewed in the United States on May 7, 2023",SueSue,yes,yes,Wear the gloves & have extra nuts/bolts,"I really like how this turned out, although easy to put together it’s just time-consuming with the 84 nuts and bolts…. If you receive them. I was excited to see my pack was there, only to realize I ran out of nuts at the very end and don’t have any in the house. The edges are somewhat rounded, but as with any metal product there are a few sharp edges and I did cut myself at one point putting it together when I failed to wear the included gloves. It should be fine for hands once it’s all together, but I’d put on some rubber tape if any edges stick up. Overall good for the price and shipped fast.",4,https://m.media-amazon.com/images/I/815RHfn5kyL.jpg,-,https://www.amazon.com/gp/customer-reviews/RTANFPL0343MF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on March 18, 2023",Angie,yes,yes,Great plant bed for the money,Only took about an hour to assemble. All the parts were included. It is a sturdy piece.I would recommend in for all gardeners.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3Q2RCFRGU1EPX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on March 6, 2023",chillsister,yes,yes,Good Value,Easy to assemble. Good size.,5,-,-,https://www.amazon.com/gp/customer-reviews/R31Z3QSNA2DFJ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HDM876,Color: A-silver | Size: F-4x3x2 ft
"Reviewed in the United States on June 3, 2022",Sam ,yes,yes,Love it!,"Time consuming to build by hand. Easier to use a screwdriver and pliers to screw in faster. However, it turned out perfect for what I needed! the tomato cages were a plus also.",5,-,-,https://www.amazon.com/gp/customer-reviews/R74BVNM5R3VEI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on May 30, 2022",Deb,yes,yes,Way to set up!,It was so easy to set up!  Had it together and ready to plant in in an hour!,5,-,-,https://www.amazon.com/gp/customer-reviews/R3N7ZIGKE8WQL0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093H98MBQ,Color: A-silver | Size: A-6x3x1 ft
"Reviewed in the United States on May 12, 2022",Amazon Customer,yes,yes,Love it so far.,"Took two of us to put it together. It costs a little more, but the material is thicker. I would order again.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1F9J04Y74L0V6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B09QC7S9WV,Color: C-dark Grey Matte | Size: D-6x3x2 ft
"Reviewed in the United States on May 5, 2022",Amazon Customer,yes,yes,Great customer service,The raised beds were easy to assemble and very sturdy. Shipping was fast. Customer service was great.,5,-,-,https://www.amazon.com/gp/customer-reviews/R360QKPYB3DD06/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on April 16, 2022",blake brewtonblake brewton,yes,yes,Perfect little garden,"Went together quick and easy, the little extras (gloves,weed barrier and tomato cage) were fantastic",5,https://m.media-amazon.com/images/I/81AVDhAz63L.jpg,-,https://www.amazon.com/gp/customer-reviews/R3PTR191SLQZUP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HBDH8C,Color: A-silver | Size: C-4x3x1 ft
"Reviewed in the United States on June 2, 2022",Suzanne Hylton-Peck,yes,yes,Can't wait to put in some veggies,Love it,5,-,-,https://www.amazon.com/gp/customer-reviews/RW6STZ92GVQ3V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HBSQ5M,Color: C-dark Grey Matte | Size: A-6x3x1 ft
"Reviewed in the United States on May 21, 2022",Rick ,yes,yes,"Bent edges, no instructions or nuts and bolts to put it together","This product doesn't really deserve a 1 star rating.  All of the edges are bent.  The metal bends pretty easily, so I used a pliers to partially straighten the metal edges.  There were no instructions provided and there were nuts/bolts to attach the galvanized siding to the frame. There are some sort of plastic supports provided but without the instructions, I'm not sure how to use them.  I would not recommend.",1,-,-,https://www.amazon.com/gp/customer-reviews/R21K5ISWILTQLY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on May 20, 2022",Sandy,yes,yes,Missing bolts and nuts.,"Out of the 3 galvanized raised beds, a total of 57 nuts were missing. One bed had no bolts or nuts, 48 missing of each, so $35.00 additional cost for assembling out of my pocket. I believe reimbursement is due! It is easier to assemble with 2-3 people assisting. Once assembled, they are quite nice and sturdy but the fact remains excess cost is unacceptable. How do I get reimbursed?",1,-,-,https://www.amazon.com/gp/customer-reviews/R39BJ68O9QIOPB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093H98MBQ,Color: A-silver | Size: A-6x3x1 ft
"Reviewed in the United States on May 19, 2022",Anne K.,-,yes,screw holes on stabilizing bar missing,every stabilizing bar bar had a screw hole on one end and a big hole on the other end and no instructionsI changed review from two star to three as vendor was very responsive to to my issues. Had to be sent the stabilizing bars at least twice.Will try again.,3,-,-,https://www.amazon.com/gp/customer-reviews/R1N61VO6MKONWR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093H98MBQ,Color: A-silver | Size: A-6x3x1 ft
"Reviewed in the United States on May 12, 2023",semaJ12,yes,-,"Sturdy, attractive, and easy to assemble",I am very pleased with the planter and was able to assemble it myself. It is quite large and took a lot of effort to fill but that is to be expected. I live in an area with rock and was unable to grow flowers. I purchased this and planted peonies and lilies. The bulbs haven't sprouted yet but I'm sure I will have years and years of enjoyment. I thought the planter was missing the plant cages and contacted the seller. They were extremely helpful and responsive and sent me them right away only to discover I had received them with the original shipping. I notified them of my error and they graciously allowed me to keep them. I was extremely impressed on how quickly they responded. I will likely be buying a couple more of the smaller ones for my vegetable garden.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3VCFBE4ZRE726/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B0BGND2M55,Color: B-dark Grey | Size: E-8x4x2 ft
"Reviewed in the United States on May 3, 2023",Craig Carpentier,yes,-,Seems sturdy and easy to put together,"I got the 4'x8'x2'Seems sturdy and easy to put together, my only 2 psuedo complaints are that is came with 5 poles to stabalize the middle though there are spots for it. The 2nd is that it came with wing nuts besides the normal nut and bolt set, not sure why and it didn't explain. No big deal it is otherwise a pretty darn good deal for what you get",4,-,-,https://www.amazon.com/gp/customer-reviews/RP9UNR2W2TMTF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B0BGNCV9LY,Color: A-silver | Size: E-8x4x2 ft
"Reviewed in the United States on May 21, 2023",R Humphrey,yes,-,"Nice planter, easy to assemble","Fairly straight-forward to assemble, looks nice in the garden.  Will see how they do this season, then may purchase additional ones - it's really nice to have the beds elevated!",5,-,-,https://www.amazon.com/gp/customer-reviews/R39AP9G2W7AMDZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B09QC7S9WV,Color: C-dark Grey Matte | Size: D-6x3x2 ft
"Reviewed in the United States on May 5, 2023",Amazon Customer,yes,-,Great quality,Love how tall and sturdy it is. I ordered two and both were easy to assemble and are waiting for the dirt delivery this weekend before I am ready to plant my veggies. I have shorter beds but they get raided by rabbits. These should prevent those rascally rabbits from getting to my produce.,5,-,-,https://www.amazon.com/gp/customer-reviews/R39YP6WJP6JTIE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B0BGNCV9LY,Color: A-silver | Size: E-8x4x2 ft
"Reviewed in the United States on June 1, 2023",IMG,yes,-,Ok,Liked it and use for veg garden,5,-,-,https://www.amazon.com/gp/customer-reviews/R1USSQ4GU4C4NF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on May 31, 2023",mac. mcknight,yes,-,Takes a lot of  dirt to fill it.,Just took a long time to assemble.,5,-,-,https://www.amazon.com/gp/customer-reviews/REMPJR2Z5GOHE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on May 24, 2023",Jerrie Stevens,yes,-,Perfect,"I was as it was described,  perfect size for my tomorrow plant's",5,-,-,https://www.amazon.com/gp/customer-reviews/R1F4WP9CZG3EQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HDM876,Color: A-silver | Size: F-4x3x2 ft
"Reviewed in the United States on May 25, 2023",Debra fleming,yes,-,Easy gardening,So far love it?,5,-,-,https://www.amazon.com/gp/customer-reviews/R20JAC3IH0S6SF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B0BGNB9STT,Color: E-green | Size: E-8x4x2 ft
"Reviewed in the United States on April 27, 2023",Ohio,yes,-,Raised garden,This item is very sturdy and is mostly rust proof.It was quite time consuming to put together but was worth the effort. I would recommend this set up to anyone for garden use. It was delivered on time and was all that was advertised.,5,-,-,https://www.amazon.com/gp/customer-reviews/R33GBYL4PAYW0P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCXGC9,Color: A-silver | Size: D-6x3x2 ft
"Reviewed in the United States on May 8, 2023",Whirlingtogaily,yes,-,Good quality and appealing look,"Easy to assemble, love the fabric liner -Kurosawa the soil from sliding out from the underside from watering plants or rain. Would happily buy again.",5,-,-,https://www.amazon.com/gp/customer-reviews/RVAOQCQ23L04W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
"Reviewed in the United States on May 18, 2023",Amazon Customer,yes,-,Excellent quality,Easy to put together. Well-made highly recommend.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1PZI5YF0SX1RE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B0BGNCV9LY,Color: A-silver | Size: E-8x4x2 ft
"Reviewed in the United States on April 27, 2023",Amanda JAmanda J,yes,-,Sturdy and looks great,This is exactly what we were looking for.  It is easy to set up and very sturdy.  I love the height to keep the bunnies out of the garden.  Perfect size for my kids garden.,5,https://m.media-amazon.com/images/I/91ypUcmWnzL.jpg,-,https://www.amazon.com/gp/customer-reviews/RHIZ0YBCFDVV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGND2M55,B093HCKBL2,Color: C-dark Grey Matte | Size: F-4x3x2 ft
