"id","rating","review_summary","product_facts","positive_sentiment","negative_sentiment","improvements_expected","issues_identified","how_product_is_used","media","where_product_is_used","sentiment","anger","anger_reason","delight","delight_reason","disappointment","disappointment_reason","time","season","weather","user_description","title","review","asin_variant","asin"
210,2,"Poor quality and unsafe product","Coating on pen came off after one day of use","0.0010333251","0.9863074","Better quality materials, safer design","Coating on pen came off and left shards on the board","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Poor quality and safety concerns","Unknown","Unknown","Unknown","Unknown","Cheaply Made","Cheaply made product Child used it for one day and the coating on the pen starting coming off leaving shards on the board Not safe and poor quality","B07XCRT49W","B07XCRT49W"
211,5,"Fun activity for kids during travel","Unknown","0.8599832","0.0131713785","Unknown","Unknown","Entertainment during travel","[]","During travel","Positive","No","NaN","Yes","Enjoyed making things","No","NaN","Unknown","Unknown","Unknown","Parent traveling with kids","Nice","Kids and I enjoyed trying to make things on our way to vacay","B07XCRT49W","B07XCRT49W"
212,5,"Unknown","Unknown","0.30148906","0.29558527","Unknown","Unknown","Unknown","[]","Unknown","Neutral","false","NaN","false","NaN","false","NaN","Unknown","Unknown","Unknown","Unknown","Yes!","I wish I had one when I was younger","B07X7YFZWG","B07XCRT49W"
213,5,"Fun for the whole family","Unknown","0.9721893","0.0038992334","Unknown","Unknown","Playing with family","[]","Unknown","Delight","No","NaN","Yes","Fun for the whole family","No","NaN","Unknown","Unknown","Unknown","Unknown","Very Fun, Very Cool!","So fun the whole family was playing with it even me","B07X7YFZWG","B07XCRT49W"
214,5,"Great toy that inspires creativity and is of excellent quality and value.","Unknown","0.99634224","0.0015205308","Unknown","Unknown","As a toy that inspires creativity","[]","Unknown","Delight","No","NaN","Yes","Inspires creativity, excellent quality and value","No","NaN","Unknown","Unknown","Unknown","Unknown","AMAZING TOY","Really great toy that also inspires creativity EXCELLENT QUALITY AND VALUE","B07X7YFZWG","B07XCRT49W"
215,4,"Great toy for kids, but some beads get stuck","Unknown","0.9258798","0.0028126626","Fix issue with stuck beads","Beads get stuck towards the bottom","In the car to keep kids entertained","[]","Car","Positive","No","NaN","Yes","Great boredom buster for kids","No","NaN","Unknown","Unknown","Unknown","Parent who uses the toy to entertain their child in the car","Stuck Beads!","This is a great toy to have in the car for the kids to play with my son thoroughly enjoys it My only gripe is that we have a few beads that are stuck towards the bottom and it dont popup like the rest Otherwise great boredom buster for the kids","B07XCRVK2Y","B07XCRT49W"
216,5,"Great for kids and adults, perfect for travel","Unknown","0.98994255","0.0017172751","Unknown","Unknown","For playtime","[]","At home and during travel","Delight","No","NaN","Yes","Endless playtime, loved by the whole family including the 1-year-old","No","NaN","Unknown","Unknown","Unknown","Unknown","Great for all ages","This offer endless amounts of play time for kids and admittedly adults too The family loves them Even my 1 year old Great for travel","B07XCRVK2Y","B07XCRT49W"
217,5,"Excellent toy for quiet time activities, but stylist needs to be connected to the tablet","Tablet-compatible, includes stylist","0.9801463","0.0014975389","Stylist to be connected to the tablet with a string or wire","Stylist is too easy to lose","Quiet time activity at a restaurant or in the car","[]","Restaurant, car","Positive","No","NaN","Yes","Great for quiet time activities, whole family loves it","No","NaN","unknown","unknown","unknown","Family with young children","Great toy- good quiet time activity","The whole family loves this toy Its great for a quiet time activity at a restaurant or in the car to replace a screen My only issue is that the stylist needs to be connected to the tablet with a string or wire Too easy to lose Excellent toy","B07XCRVK2Y","B07XCRT49W"
218,5,"Great toy for on-the-go entertainment","Unknown","0.96402866","0.011244018","Unknown","Unknown","On-the-go entertainment, at restaurants","[]","Unknown","Positive","No","NaN","Yes","Provides entertainment for kids and adults, attention-grabbing","No","NaN","Unknown","Unknown","Unknown","Unknown","Keeps the kids busy","My absolute go to toy for on the go and at restaurants Kids will spend a good chunk of time with them I find myself playing with it if they are now Definitely gets everyones attention","B07X7YFZWG","B07XCRT49W"
219,5,"Great for children with autism","Unknown","0.9322303","0.0076114484","Unknown","Unknown","Entertainment for a 6-year-old with autism","[]","Unknown","Positive","No","NaN","Yes","Grandson enjoys it","No","NaN","Unknown","Unknown","Unknown","Grandparent of a 6-year-old with autism","Drawing board","Bought it for my 6 yr old grandson who is autistic and he enjoys it","B07XCRVK2Y","B07XCRT49W"
220,5,"Great for kids, especially those with autism, but needs improvement in pen attachment","Magnetic drawing board, pen","0.9720457","0.0070891073","Pen attachment with string","Lost pen due to lack of attachment","Drawing and writing","[]","Unknown","Positive","No","NaN","Yes","Great for kids, especially those with autism","Yes","Lost pen due to lack of attachment","Unknown","Unknown","Unknown","Parent of children, one of whom is autistic","Tool easy to lose","I love this for my kiddos Especially my autistic one I wish the pen had a string type attachment Bought two boards and we can only find one tool","B07XCRT49W","B07XCRT49W"
221,5,"Positive review with no specific feedback","Unknown","0.9862846","0.0036672777","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Positive feedback","No","NaN","Unknown","Unknown","Unknown","Unknown","nice","Great product Black is best color","B07X7YFZWG","B07XCRT49W"
222,5,"Sturdy and loved by kids","Unknown","0.98626244","0.0016991259","Unknown","Unknown","Entertaining kids","[]","Vacation","Positive","No","NaN","Yes","Loved by kids, held up to use","No","NaN","Weeklong vacation","Unknown","Unknown","Unknown","Hours of entertainment","This was a hit for all the three year old cousins at a weeklong vacation They loved it and it held up to all the use just fine Seems very sturdy","B07XCRVK2Y","B07XCRT49W"
223,4,"Fun toy, but too loud for long journeys","Unknown","0.27684462","0.3625862","Quieter operation","Too loud for long journeys","Entertainment for children","[]","On a road trip","Positive","No","NaN","Yes","Loved by 2yr old, 5yr old, and 7yr old","Yes","Too loud for long journeys","Unknown","Unknown","Unknown","Parent who purchased the toy for their children","Not road trip friendly","Very cool toy my 2yr old my 5 yr old and my 7 yr old loved it  Unfortunately I bought this for a road trip and instantly regretted it bc they r so loud Not ideal for long journeys","B07X7YFZWG","B07XCRT49W"
224,2,"Easy to use for a child","Unknown","0.842364","0.02329312","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Easy for a child to use","No","NaN","Unknown","Unknown","Unknown","Unknown","Unmet expectation","Easy use for child","B07XCRVK2Y","B07XCRT49W"
225,5,"Positive review for an old fashioned toy","Unknown","0.9845148","0.0036673853","Unknown","Unknown","Playing with kids","[]","Unknown","Positive","No","NaN","Yes","Loved by the reviewer and their kids","No","NaN","Unknown","Unknown","Unknown","Parent who enjoys playing with their kids","Sturdy, fun, attractive","My kids and I love this old fashioned toy","B07XCRVK2Y","B07XCRT49W"
226,4,"Good quality product, but arrived slightly damaged.","Unknown","0.21347268","0.08372483","Better packaging to prevent damage during shipping","Product arrived slightly damaged","Child's toy","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Nice product, slightly damaged","The product itself is nice of good quality and the child enjoys playing with it However it came a little damaged but not enough to waste time on sending it back For your attention","B07XCRT49W","B07XCRT49W"
227,5,"Great toy for children with ADHD, easy to use and durable.","Unknown","0.9807529","0.0016126529","Unknown","Unknown","Entertainment for children with ADHD","[]","Home, on the go","Positive","No","NaN","Yes","Keeps child entertained for quite a while, easy to use and durable","No","NaN","Unknown","Unknown","Unknown","Parent of a child with ADHD","Adhd approved","My son who has adhd has enjoyed playing with this It keeps him entertained for quite a while It is easy to use and durable Perfect for home or on the go","B07XCRT49W","B07XCRT49W"
228,5,"Great for travel, easy to use and entertaining for kids.","Unknown","0.9857029","0.0016887865","Unknown","Unknown","Entertaining kids during travel","[]","During travel","Delight","No","NaN","Yes","Entertaining for kids, easy to use","No","NaN","Unknown","Unknown","Unknown","Parent who gave the product to their kids for travel","My 4 year old loved it!","Great for travel Gave this to my kids and it entertained them for over an hour Easy to use","B07XCRT49W","B07XCRT49W"
229,4,"Positive review, but with a minor suggestion for improvement","Unknown","0.9268514","0.006973341","Connect the pen to the board","None mentioned","Unknown","[]","Unknown","Positive","No","NaN","Yes","Daughter loves it","No","NaN","Unknown","Unknown","Unknown","Parent of a child who uses the product","Cool","My daughter loves it I wish the pen was connected to the board","B07X7YFZWG","B07XCRT49W"
230,5,"Satisfying and fun activity, but can be easily disrupted by others.","Beads stick well","0.95849633","0.008518258","Unknown","Easily disrupted by others","Creating pictures and dropping beads","[]","Unknown","Positive","No","NaN","Yes","Satisfying activity, beads stick well","No","NaN","Unknown","Unknown","Unknown","Unknown","This is so fun!","This just arrived yesterday but someone is always messing with it The beads actually stick very well Its just as satisfying making them drop as it is creating pictures","B07X7YFZWG","B07XCRT49W"
231,4,"Great for kids, but modifications needed to prevent loss of pens","Magnet pens, nylon thread modification","0.5982517","0.2437093","Better pen storage solution","Pens get lost easily","Entertaining kids","[""https://m.media-amazon.com/images/I/71TwhaRDoBL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/81iyXIgoVTL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/81xDQUVcDHL._SL1600_.jpg""]","At home, on trips","Positive","No","NaN","Yes","Kids love it","No","NaN","Unknown","Unknown","Unknown","Parent of young children","LOVES THIS ITEM! Used a drill…","I have a 6 year old and a two year old and they LOVE these However I bought them to take on a trip and knew the pens would get lost immediately so I used a 332 drill bit and put a hole through middle section of the magnet pens and on each board I then opened the back with a screwdriver and tied one end inside closed it and tied the pen to the other end The pens fit snugly so I couldnt just tie something and glue around it I ran a nylon thread through the middle holesVWALLA The pens will not get lost on this mama","B07XCRT49W","B07XCRT49W"
232,5,"Great for travel and enjoyed by all ages.","Unknown","0.9576694","0.0038435655","Unknown","Unknown","For entertainment during travel","[]","On flights","Positive","No","NaN","Yes","Enjoyed by all ages, looking forward to next use","No","NaN","Unknown","Unknown","Unknown","Unknown","Good gadget","Even my older kids enjoy it Looking forward to taking it on our next flight","B07XCRT49W","B07XCRT49W"
233,5,"Good for traveling with kids, but slightly noisy","Unknown","0.8614047","0.008082638","Unknown","Slightly noisy","Traveling with kids","[]","Unknown","Positive","No","NaN","Yes","Kids enjoy using them","No","NaN","Unknown","Unknown","Unknown","Parent who travels with kids","Nice for Car Rides","My kids all enjoy these when were traveling  even my teenagerThey are a little noisy but tolerable as long as the kids dont shake them too much","B07X7YFZWG","B07XCRT49W"
234,5,"Fun and safe toy for kids and adults alike.","Unknown","0.8705236","0.011751211","Unknown","Unknown","As a toy for kids and adults","[]","Unknown","Positive","No","NaN","Yes","Lots of fun for kids and adults, safe design","No","NaN","Unknown","Unknown","Unknown","Parent or grandparent who purchased the toy for their children or grandchildren","Super fun toy, good for using your imagination or making the suggested designs that come with it!","10 yr old son and 5 yr old daughter had lots of fun with these Mom  Grandma did too  reminds me of a light bright but no little pieces to keep track of or worry about a little one getting in their mouth","B07X7YFZWG","B07XCRT49W"
235,5,"Great for keeping kids entertained on trips","Unknown","0.68901414","0.026567664","Unknown","Unknown","Entertaining kids on trips","[]","During trips","Positive","No","NaN","Yes","Keeps kids busy and entertained","No","NaN","Unknown","Unknown","Unknown","Unknown","Great gift","Pretty kool to keep the kids busy on a trip","B09R9MMW6J","B09R9MMW6J"
236,5,"Great entertaining toy for toddlers and adults alike, suitable for home and car use.","Unknown","0.9828344","0.0028939415","Unknown","Unknown","Entertaining toddlers and adults","[]","Home, car","Delight","No","NaN","Yes","Entertaining for both toddler and adult","No","NaN","Unknown","Unknown","Unknown","Unknown","Love","Not sure who loves this more my toddler or my husband Very wonderful entertaining toy Great for home or in the car","B09R9MMW6J","B09R9MMW6J"
237,4,"Great tactile drawing experience for blind kids, but difficult to raise individual balls","Tactile drawing board with raised balls","0.9669887","0.0022564176","Easier to raise individual balls","Difficult to raise individual balls, prevents writing in braille","Tactile drawing for blind kids","[]","Unknown","Positive","No","NaN","Yes","Great tactile drawing experience for blind kids","Yes","Difficult to raise individual balls, prevents writing in braille","Unknown","Unknown","Unknown","Parent of a blind child who purchased the product","Great fun!","Everyone loves thisI bought it for my blind kid who was instantly charmedShe loves the tactile drawing experience and pushing the balls back down as wellIt would be great if it were a little easier to get one ball at a time to raise especially when using ones fingers to check the drawing often a group of 3 or 4 will raise when placing the stylus on the boardThis prevented her from writing her name in braille which would otherwise have been possible and a real bonus for blind kids everywhere to be able to create the picture they are thinking of and sign itWith some practice she can push down just the balls she wants to leaving the picture or letter she was going for but it makes for a bit of tedium The sighted ppl are very happy with it Overall it was a great purchase  and I will buy more for the rest of the kids in my clan","B09R9MMW6J","B09R9MMW6J"
238,2,"Defective balls on both boards","Defective balls","0.028912827","0.717211","Replacement balls or boards","Defective balls not staying up","Playing a game","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Defective balls","Unknown","Unknown","Unknown","Unknown","Item Defective","Both boards we bought have a few balls that just are not staying up and seem to be defective","B09R9MMW6J","B09R9MMW6J"
239,5,"Engaging and easy-to-use toy for young children.","Negligible sound, no external energy source required","0.8559699","0.058400493","Unknown","None mentioned","As a toy for young children","[]","Unknown","Positive","No","NaN","Yes","Engaging and easy-to-use, suitable for both girls and boys","No","NaN","Unknown","Unknown","Unknown","Gift giver for a 3-year-old newly an older brother","Imagine: no batteries required!","I bought this as a gift for a 3yearold who was newly an older brother He was immediately engaged and has been returning to it time and again His learning curve was under a minute There is negligible sound the energy source is the little person playing with it and its suitable for both girls and boys","B085Q4W3WX","B09R9MMW6J"
240,5,"Positive review, but unclear about the product being reviewed","Unknown","0.9760099","0.0029817359","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Likes the product","No","NaN","Unknown","Unknown","Unknown","Unknown","Great toy","Like it a lot Great that no pieces are everywhere","B085Q4W3WX","B09R9MMW6J"
241,3,"Not worth the money for entertaining kids on a plane ride.","Loud volume","0.0058278916","0.93638396","Quieter volume, more engaging features for kids","Kids were not interested, annoying for others on the plane","Entertaining kids on a plane ride","[]","On a plane","Negative","No","NaN","No","NaN","Yes","Kids were not interested, annoying for others on the plane","Unknown","Unknown","Unknown","Parent who purchased the product for their kids","Not worth it.","Bought this for my kids 3 12 and 1 12 for something to keep them occupied on their first plane ride It was a fail The kids couldnt have cared less about it and also when you did play with it it was super loud so was annoying for everyone on the plane including myself Its not worth the money","B085Q4W3WX","B09R9MMW6J"
242,3,"Daughter loved it initially, but beads got stuck and it stopped working well.","Beads, functionality","0.036636595","0.54973835","Improved durability, better quality control","Beads getting stuck, decreased functionality over time","Unknown","[]","Unknown","Disappointment","No","NaN","No","NaN","Yes","Beads getting stuck, decreased functionality over time","Unknown","Unknown","Unknown","Parent who purchased the product for their daughter","Beads get stuck","My daughter loved this but after a little while the beads began to get stuck so it doesnt work well anymore","B085Q4W3WX","B09R9MMW6J"
243,4,"Good product with some issues with magnets","Unknown","0.4316518","0.044296198","Better magnet quality","Some magnets are hard to fit","Unknown","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Great to draw but some magnets are harder to get thwn others","Good but some magnets are hard to frt","B085Q4W3WX","B09R9MMW6J"
244,2,"Magnatab has chips next to many holes, metal balls won't stay up in those areas","Chipped holes, metal balls won't stay up","0.5627335","0.19086179","Better quality control, replacement for damaged product","Chipped holes, metal balls won't stay up","Drawing and writing practice","[]","Home, school","Negative","No","NaN","No","NaN","Yes","Chipped holes, metal balls won't stay up","unknown","unknown","unknown","Unknown","Idea is great, but didn't work properly","Our Magnatab arrived with tiny chips next to many of the holes The metal balls would not stay up in those areas Since that is the point of this item It doesnt get 5 stars","B085Q4W3WX","B09R9MMW6J"
245,5,"Positive review for the Magnatab toy.","Unknown","0.8987904","0.031186977","Unknown","Unknown","As a toy for kids","[]","Unknown","Positive","No","NaN","Yes","Loved by grandkids","No","NaN","Unknown","Unknown","Unknown","Grandparent","No parts to lose","Grandkids ages 4 and 6 loved the Magnatab","B085Q4W3WX","B09R9MMW6J"
246,5,"Sturdy and perfect size for kids to use in the car for drawing and making maps.","Unknown","0.99533737","0.0012667913","Unknown","Unknown","Drawing and making maps in the car","[]","Car","Positive","No","NaN","Yes","Sturdy and perfect size for kids","No","NaN","Unknown","Unknown","Unknown","Parent or caregiver of children who use the product in the car","Kids love them","These are perfect for the carThe kids practice drawing and even try making maps of where we areVery sturdy andthe perfect size for kids","B085Q4W3WX","B09R9MMW6J"
247,5,"Fun and perfect size for playing when bored.","Unknown","0.97147727","0.0049191043","Unknown","Unknown","Playing when bored","[]","Unknown","Positive","No","NaN","Yes","Fun and perfect size","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun","Its the perfect size fun to play with when youre bored","B085Q4W3WX","B09R9MMW6J"
248,1,"Poor product quality, pen attachment issue","Unknown","0.0007426961","0.9937133","Better product quality, fix pen attachment issue","Product doesn't work, pen attachment doesn't pull up magnets","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Product doesn't work, pen attachment issue","Unknown","Unknown","Unknown","Unknown","Product doesn’t work","Product doesnt work Poor product quality Dont buy The pen attached doesnt pull up the magnets","B085Q4W3WX","B09R9MMW6J"
249,4,"Good item for a child with ADHD, but magnets can be difficult to push down","Magnetic board","0.9252464","0.0022925078","Easier-to-push magnets","Magnets can be hard to push down","As a toy for a child with ADHD","[]","Unknown","Positive","No","NaN","Yes","Child loves it","No","NaN","Unknown","Unknown","Unknown","Parent of a 9-year-old child with ADHD","Good","Got this as a gift for my 9 yr old with ADHD She loves it Sometimes the magnets are hard for her to push back down but overall a good item","B085Q4W3WX","B09R9MMW6J"
250,1,"Magnet doesn't stay up","Magnet","0.030216701","0.7771599","Stronger magnet","Magnet doesn't stay up","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Magnet doesn't stay up","Unknown","Unknown","Unknown","Unknown","Junk","Magnet doesnt stay up","B07ZJ8HRN8","B07ZJ8HRN8"
251,1,"Magnetic balls keep falling back in their holes","Magnetic balls, holes","0.47706568","0.28816167","Better design to prevent balls from falling back in holes","Magnetic balls keep falling back in their holes","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Magnetic balls keep falling back in their holes","Unknown","Unknown","Unknown","Unknown","Doesn't Work","Magnetic balls keep falling back in their holes","B07ZJ8HRN8","B07ZJ8HRN8"
252,5,"Great product for visually impaired individuals","Unknown","0.9801918","0.0037985253","Unknown","None mentioned","To write braille and make pictures","[]","Unknown","Positive","No","NaN","Yes","Product is accessible to visually impaired daughter","No","NaN","Christmas","Winter","Unknown","Parent of visually impaired daughter","Love it","Purchased as a Christmas gift for my visually impaired daughter We write braille and make pictures on it she absolutely loves that she can use it in a way that is accessible to her ","B07ZJ8HRN8","B07ZJ8HRN8"
253,5,"Engaging toy for young children","Makes a unique soft noise, easy to figure out","0.89285386","0.04272703","Unknown","None mentioned","As a toy for young children","[]","Unknown","Positive","No","NaN","Yes","Engaging and intriguing for young children","No","NaN","Christmas day","Winter","Unknown","Uncle of a 4-year-old child","Fascinating for a 4 year old","My 4 year old nephew wanted to open more toys He didnt know what it was but quickly figured it out and was intrigued for quite a period of time with so many other toys on Christmas day It makes a unique soft noise and they know they are accomplishing something right away","B07ZJ8HRN8","B07ZJ8HRN8"
254,5,"Highly enjoyable and addictive toy for kids and adults alike.","Unknown","0.955393","0.003426453","Unknown","Unknown","As a toy for a 5-year-old, but enjoyed by people of all ages","[]","Unknown","Positive","No","NaN","Yes","Highly enjoyable and addictive","No","NaN","Unknown","Unknown","Unknown","Uncle or aunt who bought the toy for their 5-year-old nephew","All around winner","Bought this for my 5 year old nephew He loves it but so does everyone else His 9 and 12 year old siblings have been playing with it as well as his dad grandparents and aunt  its quite addictive","B07ZJ8HRN8","B07ZJ8HRN8"
255,5,"Engaging and calming toy for kids, highly recommended for travel","Unknown","0.99169624","0.0030472912","Unknown","None","As an extra thing for a trip in the car","[]","In the car during a three-week trip in the western US","Positive","No","NaN","Yes","Engaging and calming for an autistic child, enjoyed by all kids","No","NaN","Three weeks","Unknown","Unknown","Parent or caregiver of three girls ages 10, 8, and 5, one of whom is autistic","Long term entertainment","I got this as an extra thing for a trip in the car with three girls ages 10 8 and 5 They had IPads and books We were in the car for three weeks traveling the west of the US This toy was a winner Everyone played with it at least once a day and each child would use it for at least 15 minutes It got stepped at least twice and did not break This is going on my gifts for all kids list I highly recommend it Note one child is autistic and this was very engaging and calming for her","B07ZJ8HRN8","B07ZJ8HRN8"
256,5,"Positive feedback from a satisfied customer","Unknown","0.9000262","0.009964478","Unknown","Unknown","Unknown","[]","Unknown","Delight","No","NaN","Yes","Daughter loves it","No","NaN","Unknown","Unknown","Unknown","Unknown","Good","Good daughter loves it","B07QXMLSS5","B07QXMLSS5"
257,5,"Great product for children","Unknown","0.9838105","0.0032106396","Unknown","None","Unknown","[]","Unknown","Delight","No","NaN","Yes","Child loves it, works great","No","NaN","Unknown","Unknown","Unknown","Parent of a child who enjoys the product","Great gift","My child loves it Wont put it down All works great No issues","B07QXMLSS5","B07QXMLSS5"
258,5,"Entertaining toy for all ages, very sturdy","Unknown","0.98571455","0.0027656304","Unknown","Unknown","Entertainment","[]","Unknown","Delight","No","NaN","Yes","Entertains both young and old, very sturdy","No","NaN","Unknown","Unknown","Unknown","Unknown","awesome","Cant say enough on this toy it entertains young and old very sturdy","B07QXMLSS5","B07QXMLSS5"
259,5,"Fun and easy to use toy for kids and adults alike.","Magnetic toy with pop-up feature","0.99508256","0.0011009491","Unknown","None mentioned","As a toy for kids and adults","[]","Unknown","Positive","No","NaN","Yes","Fun and easy to use, enjoyed by both kids and adults","No","NaN","Unknown","Unknown","Unknown","Unknown","Love this drawing board!","All kiddos will love this Its so easy to use Even my husband and I find ourselves playing with it When you need the magnets to go back down its almost like a pop it toy","B07QXMLSS5","B07QXMLSS5"
260,5,"Great for creative designs and entertaining for all ages.","Unknown","0.8814366","0.0051616905","Unknown","Unknown","For creative designs and entertainment","[]","Unknown","Positive","No","NaN","Yes","Great for creative designs and entertaining for all ages","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun, creative, self contained.","Nice amount of sections for more creative designs Entertaining for a wide range of ages","B07QXMLSS5","B07QXMLSS5"
261,5,"Fun toy that keeps kids entertained for a while","Unknown","0.79370666","0.013261054","Unknown","Unknown","Entertainment for kids","[]","Unknown","Positive","No","NaN","Yes","Keeps kids entertained for a while","No","NaN","Unknown","Unknown","Unknown","Unknown","Cool thing","Pretty cool toy Kid spends a good amount of time on it","B07QXMLSS5","B07QXMLSS5"
262,1,"Disappointing product, magnet balls don't stay up when using the pen.","Magnet balls, pen","0.001498479","0.9743279","Better magnet ball design, improved pen functionality","Magnet balls don't stay up when using the pen, product is useless","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Magnet balls don't stay up when using the pen","Unknown","Unknown","Unknown","Gift giver who purchased the product for their niece","Magnets don't stay put - terrible quality","I purchased this as a gift for my niece because my son has one a different brand and she loved his What a disappointment The magnet balls dont stay up when you use the pen so its basically useless Ill be returning it","B07QXMLSS5","B07QXMLSS5"
263,5,"Great gift for a granddaughter's birthday party and travel","Unknown","0.96343535","0.003974648","Unknown","Unknown","Playing with friends, travel","[]","Unknown","Delight","No","NaN","Yes","Granddaughter loved it, friends enjoyed playing with it, good for travel","No","NaN","Unknown","Unknown","Unknown","Grandparent who gave the gift","Children love it","It was a gift for my granddaughter and she loved it Her little friends at her birthday party all played with it It will great when they travel","B07QXMLSS5","B07QXMLSS5"
264,5,"Highly recommend this product as a perfect gift for children to practice letters and numbers.","Unknown","0.9958982","0.0013628579","Unknown","Unknown","Practicing letters and numbers","[""https://m.media-amazon.com/images/I/71JQ12EfFwL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71gt3yAXCNL._SL1600_.jpg""]","Unknown","Delight","No","NaN","Yes","Perfect gift, good quality, great for practicing letters and numbers","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product as a gift for their child","Great gift for your kid","It is a perfect gift for my son He couldnt leave it even one sec since we gave it  he is obsessed with it It is also great to be able to practice letters and numbers We found so many product like this on the internet but this one is really in good quality I highly recommend it","B09R9NNNGN","B085Q3TLF8"
265,5,"Positive review from a gift recipient","Unknown","0.925128","0.008950626","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Recipient loves it","No","NaN","Unknown","Unknown","Unknown","Unknown","Great gift","Gift for niece She loves it","B085Q3TLF8","B085Q3TLF8"
266,2,"Good concept, but magnets not working properly","Magnetic toy","0.23204093","0.165197","Better quality control for magnets","Magnets not working properly","As a toy for a special needs individual","[]","Unknown","Mixed","No","NaN","Yes","Good concept, fun for special needs individual","Yes","Magnets not working properly","Unknown","Unknown","Unknown","Individual who purchased the product for a special needs sister","A little damaged","I bought this for my special needs sister since she likes to play with lots of items similar to this I love the idea and concept of it and she has fun with it but a lot of the magnets are not working the way they are supposed to","B09R9NNNGN","B085Q3TLF8"
267,4,"Fun toy for kids and adults, but can be slightly annoying with clicking sounds.","Unknown","0.8368762","0.008233564","Reduced clicking noise","Clicking noise can be annoying","As a toy","[]","Unknown","Positive","No","NaN","Yes","Fun for kids and adults","No","NaN","Unknown","Unknown","Unknown","Unknown","Kids love it","Kids love it I do too sometimes but also slightly annoying with all the clicking but I cant really complain because I play with it too lol","B085Q3TLF8","B085Q3TLF8"
268,4,"Very loud and obnoxious","Unknown","0.13757119","0.7232499","Unknown","Unknown","Unknown","[]","Unknown","Negative","Yes","Loud and obnoxious","No","NaN","Yes","Loud and obnoxious","Unknown","Unknown","Unknown","Unknown","Overall good product","Very loud and obnoxious","B085Q3TLF8","B085Q3TLF8"
269,5,"Loud and annoying for plane travel, but suitable for road trips.","Unknown","0.048403688","0.53835905","Quieter operation for plane travel","Loud and bothersome for plane travel","Plane travel, road trips","[]","Plane, car","Negative","No","NaN","No","NaN","Yes","Loud and annoying for plane travel","Unknown","Unknown","Unknown","Traveler who values consideration for others","Cool toy... buy loud!","I bought this for a plane trip but its louder than anticipated and annoying I dont mind it on a road trip but I felt like the kids were bothering people on the plane","B083CX6B27","B07Q899BPB"
284,2,"Frustrating drawing experience, returning the item.","Beads that respond to stylus, groups of four beads surface","0.0061604846","0.9263665","Individual beads to respond to stylus, easier drawing experience","Frustration with drawing shapes","Drawing","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Frustrating drawing experience","Unknown","Unknown","Unknown","Unknown","Performance not I expected.","Instead of individual beads responding to the stylus groups of four beads would surface This made drawing shapes more of frustration than fun I am returning the item","B07Q899BPB","B07Q899BPB"
270,1,"Pen broke within 10 minutes, potential safety hazard for children","Pen with spring and magnet","0.0007116116","0.9963757","Safer design, better quality control","Pen broke within 10 minutes, potential safety hazard for children","Writing","[""https://m.media-amazon.com/images/I/71bRAOERe7L._SL1600_.jpg""]","Unknown","Negative","No","NaN","No","NaN","Yes","Pen broke within 10 minutes, potential safety hazard for children","Unknown","Unknown","Unknown","Unknown","Choking hazard!!! Broke on first use!!!","Within 10 minutes of playing with it gently the pen broke A spring and tiny magnet popped out and landed on the floorIm glad I was sitting right next to my son because this is a huge liability and will send kids to the hospital with ingested magnets Do not buy","B083CX6B27","B07Q899BPB"
271,5,"Great toy for imaginative play or one-on-one time","Unknown","0.93110853","0.0065626632","Unknown","Unknown","Imaginative play, one-on-one time","[]","Unknown","Positive","No","NaN","Yes","Encourages imaginative play, good for one-on-one time","No","NaN","Unknown","Unknown","Unknown","Unknown","Unique & Fun ! Use your imagination.","Great for little ones who like to use their imagination or for a child who likes one on one toy time","B07Q899BPB","B07Q899BPB"
272,5,"Great sensory toy for kids of all ages","Sensory features","0.97095275","0.0020822764","Unknown","Unknown","As a toy for kids to play with","[]","Unknown","Positive","No","NaN","Yes","Keeps kids engaged and enjoyed by all ages","No","NaN","Unknown","Unknown","Unknown","Parent or caregiver of children who enjoy playing with sensory toys","Fun toy","Kiddos love playing with this piece Its got a sensory aspect which seems to keep them engaged My 8 6 4 and 2 yr old all seem to enjoy it equally","B083CX6B27","B07Q899BPB"
