"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on April 20, 2022","Unknown Soldier","yes","-","Great size and easy to setup.","Product was simple to put together. I did it myself but would be even easier and quicker to use 2 people. I am very happy with the product. The size is perfect. I might even get another one soon. None of the metal was damaged during shipping which was awesome. Great buy if you want a good sized raised bed without building it from wood.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R30O39ALCOBABE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 6, 2022","J. Byerly","yes","-","Excellent raised beds","Assembly not bad, quite a few bolts.  Quality material.  Chose these for durability over wood as we live in humid climate and didn’t want to replace rotted wood in few years.  They’re sturdy, easy to position after assembly.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R15PFLUSG57A8D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on December 27, 2021","David","yes","-","Great Garden Bed","The package arrived very Timely and secure with all parts within the box. Really appreciate how well made the raised garden bed is... Should last a long time. The directions are fairly simple to follow. Definitely a two person project if you want it done correctly. We will follow-up with pictures and more reviews as we see how it holds up during the winter rainy weather. As of this moment, we would make this purchase of a Frizione Garden Bed again.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2XKM00D653GRW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 9, 2022","Robert m Cathers.jr","yes","-","Works fine for the price","Works fine for the price but the metal used is extremely flimsy.  If I put my hand on it and lean over to check on something in the garden it immediately bends but it works fine for what it is.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3DOO5G603OPSV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 30, 2022","edward shambo","yes","-","Use your own tools!!","Do not like the tools that comes with it.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R11JOGKJHZVJ0G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 19, 2022","Darrell A.","yes","-","Works","To fill this it takes a yard of material bulges a little on the sides that seems to be pretty good not bad for the money",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1ST6LJXSWISYG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 13, 2022","Heidi OrtizHeidi Ortiz","yes","-","Good price","Pretty solid choice for the price. Easy to put together, holding strong. I read on here that some people had issues with buckling but I have not seen that. Once it was up and anchored to the ground, it feels super solid!",5,"https://m.media-amazon.com/images/I/91n738++XjL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1ECI55K9QTZOF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 4, 2022","Amazon Customer","yes","-","Great size for the money","It was much easier having two people put it together and just take your time and follow the directions. I love the size of it and will probably buy two more next year. I first put cardboard down then‘s wood stumps from trees we cut down and then leaves and debris from around the yard and at the end we put our soil.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1DOPN2JUJR0FC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 18, 2022","Amanda Clark","yes","-","Beautiful and strong","I bought two of these because I wanted to start a garden. They arrived very quickly and were easy to assemble. We filled both of them with about a yard and a half of dirt and they both held. They look amazing in our yard and I cannot wait for all of my fruits and veggies to sprout!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3L79SUP114Q0D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on October 20, 2022","Barbara L. Babikian","yes","-","As advertised","Took a little time to put together. It is very sturdy once filled with soil.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1P58JD3QXR2WU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 1, 2022","Susan Greene","yes","-","Nice sturdy garden bed","Very nice garden bed.  I love the size 4' x 8' and that it is 2' high so that animals can't get in to it.  My husband built a platform insert so that we did not have to use too much dirt.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3BCVIN3VPXT6B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 29, 2022","paulicious21","yes","-","Really bad quality control.","The only good thing about this is that it holds dirt. Assembly is awful. As other reviewers have pointed out the screws just aren't long enough. They work but it takes awhile for them to grab. Also it bulges at the joints on the long side. Not very attractive looking. We bought two of these and noticed they don't have the same dimensions. I haven't measured yet but looking at them side by side it's very obvious. I was also not impressed with shipping. I bought both of them the same day and one was a few days late. There is no reason that should have happened, other than their choice of shipping with the post office. I wouldn't buy this again. We bought some others that are a different brand and smaller and they are built much better. Look elsewhere for a raised bed. I wish I had.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1D2X0C9J2QVKF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 21, 2022","Stephanie Stephanie ","yes","-","Did the job","Pretty easy to assemble, just need a bit of patience. Got this for existing garden that was ground level and wanted something higher for easier access and reach. As long as you take care of it it should last long enough.",5,"https://m.media-amazon.com/images/I/817WFWqk0QL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3892O1PEI484P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 19, 2022","Bradford R. Filmanowicz","yes","-","You should see my Tomatos","I purchased this because it is 2 feet deep and looked good. It was easy to assemble, and looks great. My plants love the 2 foot deep soil. I would highly reccomend.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3MQEI27WNHTL3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 18, 2022","Theresa HullTheresa Hull","yes","-","Love this Garden Bed!","I was really pleased with this garden bed my husband helped us assemble it it was very easy.  This bed holds  as many plants as we were hoping it would.",5,"https://m.media-amazon.com/images/I/91+p2YbzBBL.jpg , https://m.media-amazon.com/images/I/91Kygdr7M3L.jpg , https://m.media-amazon.com/images/I/91f94MQcSfL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2WPSO28I5FN2A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 20, 2022","LookitLookit","yes","-","Exactly what I was looking for.","Me and my partner assembled it in about 30 minutes. It wasn't too hard just make sure the part that's needed to secure it to the ground is at the bottom.",5,"https://m.media-amazon.com/images/I/61lUrGCRBML.jpg , https://m.media-amazon.com/images/I/914ENkowmvL.jpg , https://m.media-amazon.com/images/I/919UpH16lgL.jpg","-","https://www.amazon.com/gp/customer-reviews/RK8T80S3L88JV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 26, 2022","Andrew McDonald","yes","-","Simple and Easy Garden Bed","These took about 45 min to an hr to set up mostly due to just the number of screws in this. I found using a ratchet set and drill to speed things up. Overall not bad. Just took awhile to fill with dirt",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2N9LP9HG0QEK6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on August 22, 2022","Shirley","yes","-","Metal Raised Bed","Very sturdy and durable.  Love the style and finish!  I have purchased 4 so far!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3MKVUXYBCJ1OW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on March 26, 2022","Harold","yes","-","Super garden bed","I really like this garden bed, it was easy to put together although it is a two person job. Once assembled, it is really sturdy and attractive. It also comes with a wrench to use in assembly and most important, it had all of the fasteners! Highly recommended!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R35PAZWD98OEEG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on August 4, 2022","ben clifton","yes","-","Garden bed","Easy to put together,  holding up well so far (first season). We plan to add more next year.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R28MDBXWILW6HQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 30, 2022","Kindle Customer","yes","-","Great garden bed!  Everything is growing strong!","This is my 2nd garden bed and it seems like it will last years in my garden.  I have it overstuffed with many growing things!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RJL2XP7BWZYNK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 18, 2022","Larry Anderson","yes","-","Great Garden Product","Really like the galvanized Metal garden box.  We were looking for a larger garden box and this was perfect.  If fact, we bought 2 and can’t wait to get the garden started.  Also - delivery was quick and on the same day as promised.  Great customer service!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1XL5Q5CETKECI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 23, 2023","david ehlerdavid ehler","yes","-","Won’t Last","We purchased 4 of these in January 2022 and have used them for 2 spring and 1 fall season and they are already beginning to rust through. For being galvanized and the cost this shouldn’t happen this soon!!  Buyer beware, will not purchase this again!!!!",1,"https://m.media-amazon.com/images/I/81BULd444vL.jpg , https://m.media-amazon.com/images/I/81fLYTIsyPL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1TCIGTEVKJSQH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 11, 2023","Amazon Customer","yes","-","Takes about 2 hours to assemble.","Takes about 2 hours to assemble. The screws in the middle where you use the longer screws that have to go into two brackets is a major pain in the butt, the screws are too short and this part takes about an hour and you will need another person to push on the other side so you can get a screw started.I noticed if you put any weight on the thing it folds up like an aluminum can.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3CY33RWI4EU3P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on March 7, 2022","Gail RogersGail Rogers","yes","-","Good for money spent","It seems sturdy and is simple to put together. It just takes a while putting in 80 screws and nuts. I did it myself but would have been easier with another person  I put 1/2 x1/2 in hardware cloth in bottom to keep critters out.",5,"https://m.media-amazon.com/images/I/91HbR7wLkfL.jpg , https://m.media-amazon.com/images/I/91p0wQmT-5L.jpg","-","https://www.amazon.com/gp/customer-reviews/R180XYP26D0QZC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 26, 2022","Amazon Customer","yes","-","Good value","Fairly easy to put together. Took time as there are LOTS of screws. Haven't got soil in it yet but seems pretty sturdy.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1LW24KROO20W7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 9, 2023","Terri Jo Chappell","yes","-","MISSING PARTS!!!!! Actually NEGATIVE 5 STARS","Took everything out of the box, got ready to assemble and I only had 2 of the MAIN SUPPORT PCS..JUNK..TOTALLY DISSATISFIED AND WILL NEVER BUY FROM THIS SITE AGAIN!!!!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3LU0UTWJHAFPC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on April 22, 2022","Jill S","yes","-","Huge raised bed!","This bed was easy to assemble, even my kids could do it! The bed is raised high enough our chickens stay out of it so our veggies can grow without being feasted upon! Can’t wait till harvest!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3OQDFTSNCOQWA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 5, 2022","Wesley Sheldon","yes","-","Imposible to assemble by one person - you definitely need two","to be used for a garden",4,"-","-","https://www.amazon.com/gp/customer-reviews/R27VJTD95ZNXVU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 31, 2022","JW","yes","-","A good addition to my veggie garden","I haven't planted this bed yet, but I will be planting my various pepper seedlings in it soon.  We added gopher wire underneath because gophers--- lots of them. I'm hopeful this raised bed will last longer than my redwood beds.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RGE9VGK7EDEYL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 27, 2022","Donald Mark Seymour","yes","-","So far so good","Assembly is simple but tedious.  Held up to the filling process and as soon as it warms up we’ll plant the greenhouse starts.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZFE3PHUM81H5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 22, 2022","James M","yes","-","Raised garden","Just the right size for a small manageable raised garden!  One of my best purchases.  Should last for years!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RI88DKXG6258J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 13, 2023","Undine","yes","-","don't buy","Unfortunately my return window closed as I ordered them early in the season and just put one together. It is one of those wildly annoying projects to put together. A zillion screws, flimsy material and if you do order this (these are just my opinions here) they are huge. I didn't fully realize how big they would be so it would take  a whole lot of soil to fill it.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R36MWR16OPUCKK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 8, 2022","J. Deleuze","yes","-","Great value for a large and attractive raised garden bed","Great size.  Be careful of sharp edges during assembly.  A little flimsy when empty, but sturdy enough when filled when potting mix.  Definitely worth considering.  I might even buy a second one.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3CIDSYTS597L3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 30, 2022","Lonnie S","yes","-","Was exactly what I wanted","Was easy to assemble with 2 people. Instructions were spot on. After pricing redwood to build the planter I could get 2 of these planters for the price of one redwood planter. Already have vegetables growing",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1D9B1NZIZWH09/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 12, 2022","Amazon Customer","yes","-","Glad I bought this!","Takes time to put together but not hard!  Much easier w two people, and suggest using a screw gun once you get the bolts started.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1INEJIB2XC5JW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 15, 2022","Marley Mama","yes","-","Great planter","Nothing to dislike. Not too handy with tools; but I was able to assemble it without too much trouble. Was used to replant rose bushes.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RY00ZK16NS88T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 16, 2022","Caleb","yes","-","Nice garden!","Great material. Easy hardware. Going to buy another for next year so I can double it. Perfect garden.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1O4PW020KX94E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 13, 2022","FRANK","yes","-","BEST GARDEN BED EVER","this garden bed was easy to install, easy to fill, and everything is growing fast.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2JPOT4UKNPRQL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 17, 2022","Katie","yes","-","Works Great","This garden box works wonderfully.  Keeps my plants off the ground and safe from small animals.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2CX4R7OW9YHH9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 27, 2022","Srsly","yes","-","Great container garden!","I really liked this, so much that I bought two. Great size, easy to assemble, and a great height. Loving it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1WRJZS6EIZVZZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 16, 2022","DC","yes","-","Great value","This was a great product. Easy to assembly and garden is doing great!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1PC9VMDR31AZA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 25, 2022","Amazon Customer","yes","-","Nice looking design.","Very sturdy design.  Looks great and easy on my back to use!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3QZ94PBVZ0SND/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 19, 2022","Alex G","yes","-","Great quality for the price","We had a hard time finding an affordable garden bed. This one is huge and the least expensive we found for the quality. Happy with the purchase!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RCBLQU9U0V7IR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 9, 2022","Richard","yes","-","The Perfect above ground garden.","Our first time doing an above ground garden and this Item is perfect for what we were looking for.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R19KFM6TWH555W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 15, 2022","Rebecca Stein","yes","-","This planter is very sturdy and well worth the price","I like the fact it was easy to assemble and well worth the price",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1NYEF7O1TA5CH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on May 7, 2022","wabjr705","yes","-","Happy purchase & will get another!","80 bolts & nuts to affix, but sturdy and actually better built than than expected.  Will probably buy another.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1P4MWB3X6FO04/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 28, 2022","Sglass22","yes","-","Great Product","I have been looking for the perfect raised garden bed. This one has a great design and is well built. I am looking forward to my spring vegetable garden.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R145WOTI3XJ0QU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 25, 2022","Nicholas","yes","-","Great garden box!","Very solid garden box! Holds a lot of dirt",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1A0P6U7YB2Y5J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 19, 2022","Margie D.","yes","-","Will fit my need","Didn't like having to put in so many screws and nuts, but in the end the project is real good",5,"-","-","https://www.amazon.com/gp/customer-reviews/R27B4R2W3SQ9EM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on June 13, 2022","Joe ","yes","-","Raised garden bed Works great","Raised garden bed Works great Easy setup.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2YLTCGJJFHIPI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 13, 2022","Bob  Kleinhans","yes","-","Easy assembly-durable","Easy to assemble, very durable.  Just as described!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1X1VX637ZZ7WY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 1, 2022","Baylee ","yes","-","Awesome planter for the money!!","Nice and big! Sturdy too!! Little taxing to put each screw in but worth it! Exactly what I wanted! I got 4!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R39HZ6EH41ZX37/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 30, 2022","Robert W. Blok","yes","-","Great Raised Garden Bed option","Great option in place of wood",5,"-","-","https://www.amazon.com/gp/customer-reviews/R39KJD961GDKKD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 31, 2023","Natural Girl","yes","-","Junk and filmsy made","Junk - filmsy made - arrive all banged  up - returned",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1LBKBFL56GWDY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 31, 2022","Jesch ","yes","-","Easy to build","Easy to put together but tedious.Worth the moneyWe shall see if the soil gets too hot.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3TOPVVMC791U5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 13, 2022","Brad Luffy","yes","-","Good looking garden box. I like the height.","Value is good. It looks good and seems to be well built.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R17A315T7MVP4J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 29, 2022","Brianne Stednitz","yes","-","Good Quality","I am putting my tomatoes in this. My husband put it together, and I will plant in it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R25AKJIEGJTJYK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 15, 2022","roy z.","yes","-","Good for the price compared to others","Went together easily and is working well",5,"-","-","https://www.amazon.com/gp/customer-reviews/R7O3Z15TONJAU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 21, 2022","Amazon Customer","yes","-","Raised garden bed","Great for raised beds. Cheaper and easier to build than wood. Saves on the knees!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2PA5WO4ZA88SB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 28, 2022","DMF24","yes","-","Awesome raises garden!!","Love this product, exactly what they advertised. Can’t wait for Spring to arrive to get things planted so the bunnies don’t get to them",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2AA55II3WDBXC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 29, 2022","Scott","yes","-","This is our second one","Easy to put together. Thin but NOT flimsy. Bought our first.last year. Impressed enough to purchase another. Great product",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1F2CNUQFHPEQS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 30, 2022","KatieP.","yes","-","Was good Fit","The product came as advertised was easy to put together and worked for my needs I recommended the product",5,"-","-","https://www.amazon.com/gp/customer-reviews/R6ICXM0AXQG5U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 20, 2022","BillBill","yes","-","Good value","Fairly easy to put together. They were as expected. Happy with my strawberry beds. However they did come a bit dented",5,"https://m.media-amazon.com/images/I/81SsreH7f0L.jpg , https://m.media-amazon.com/images/I/81SsreH7f0L.jpg , https://m.media-amazon.com/images/I/81hSw5v84YL.jpg","-","https://www.amazon.com/gp/customer-reviews/R12QJSZQ4Y5I9S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 9, 2022","Nina Biggs","yes","-","Excellent product","This product came quick. Was easy to assemble and sturdy",5,"-","-","https://www.amazon.com/gp/customer-reviews/R38M4W3PBUQS9R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
